Id;Maq;DtNormal;DtInv;Titulo;Hora
129;10.1.30.147;22062011;20110622;View_Blog_Teste;09:41:21
130;10.1.30.147;22062011;20110622;View_Blog_Teste;09:41:45
131;10.1.30.147;22062011;20110622;View_Blog_Teste;09:42:21
132;10.1.30.147;22062011;20110622;View_Blog_Teste;09:42:24
133;10.1.30.147;22062011;20110622;View_Blog_Teste;09:42:53
134;10.1.30.147;22062011;20110622;View_Blog_Teste;09:43:24
135;10.1.30.147;22062011;20110622;View_Blog_Teste;09:48:13
136;10.1.30.147;22062011;20110622;View_Blog_Teste;09:50:22
137;10.1.30.147;22062011;20110622;View_Blog_Teste;09:50:47
138;10.1.30.147;22062011;20110622;View_Blog_Teste;09:51:30
139;10.1.30.147;22062011;20110622;View_Blog_Teste;10:19:10
140;10.1.30.147;22062011;20110622;View_Blog_Teste;10:29:10
141;10.1.30.147;22062011;20110622;View_Blog_Teste;10:30:06
142;10.1.30.147;22062011;20110622;View_Blog_Teste;10:30:49
143;10.1.30.147;22062011;20110622;View_Blog_Teste;10:31:09
144;10.1.30.147;22062011;20110622;View_Blog_Teste;10:32:09
145;10.1.30.147;22062011;20110622;View_Blog_Teste;10:32:10
146;10.1.30.147;22062011;20110622;View_Blog_Teste;10:32:28
147;10.1.30.147;22062011;20110622;View_Blog_Teste;10:33:13
148;10.1.30.147;22062011;20110622;View_Blog_Teste;10:33:29
149;10.1.30.147;22062011;20110622;View_Blog_Teste;10:34:12
150;10.1.30.147;22062011;20110622;View_Blog_Teste;10:37:12
151;10.1.30.147;22062011;20110622;View_Blog_Teste;10:47:12
152;10.1.30.48;28062011;20110628;View_Blog_Teste;14:42:38
153;10.1.30.48;28062011;20110628;View_Blog_Teste;14:52:38
154;10.1.30.147;28062011;20110628;View_Blog_Teste;15:25:09
155;10.1.30.88;28062011;20110628;View_Blog_Teste;15:29:43
156;10.1.30.147;28062011;20110628;View_Blog_Teste;15:31:15
157;10.1.30.88;28062011;20110628;View_Blog_Teste;15:34:11
158;10.1.30.88;28062011;20110628;View_Blog_Teste;15:34:21
159;10.1.30.88;28062011;20110628;View_Blog_Teste;15:38:17
160;10.1.30.88;28062011;20110628;View_Blog_Teste;15:39:36
161;10.1.30.88;28062011;20110628;View_Blog_Teste;15:39:58
162;10.1.30.88;28062011;20110628;View_Blog_Teste;15:40:02
163;10.1.30.88;28062011;20110628;View_Blog_Teste;15:40:03
164;10.1.30.88;28062011;20110628;View_Blog_Teste;15:40:04
165;10.1.30.88;28062011;20110628;View_Blog_Teste;15:41:06
166;10.1.30.88;28062011;20110628;View_Blog_Teste;15:41:10
167;10.1.30.147;28062011;20110628;View_Blog_Teste;15:41:16
168;10.1.30.88;28062011;20110628;View_Blog_Teste;15:41:28
169;10.1.30.88;28062011;20110628;View_Blog_Teste;15:45:07
170;10.1.30.88;28062011;20110628;View_Blog_Teste;15:46:13
171;10.1.30.88;28062011;20110628;View_Blog_Teste;15:49:37
172;10.1.30.147;28062011;20110628;View_Blog_Teste;15:51:16
173;10.1.30.88;28062011;20110628;View_Blog_Teste;17:11:32
174;10.1.30.88;28062011;20110628;View_Blog_Teste;17:12:14
175;10.1.30.88;28062011;20110628;View_Blog_Teste;17:45:53
176;10.1.30.88;28062011;20110628;View_Blog_Teste;17:48:57
177;10.1.30.88;28062011;20110628;View_Blog_Teste;17:50:36
178;10.1.30.88;28062011;20110628;View_Blog_Teste;17:54:44
179;10.1.30.88;28062011;20110628;View_Blog_Teste;17:58:59
180;10.1.30.88;28062011;20110628;View_Blog_Teste;17:59:50
181;10.1.30.88;28062011;20110628;View_Blog_Teste;18:00:29
182;10.1.30.88;28062011;20110628;View_Blog_Teste;18:01:09
183;10.1.30.88;28062011;20110628;View_Blog_Teste;18:01:58
184;10.1.30.88;28062011;20110628;View_Blog_Teste;18:03:21
185;10.1.30.147;29062011;20110629;View_Blog_Teste;08:09:21
186;10.1.30.147;29062011;20110629;View_Blog_Teste;08:19:21
187;10.1.30.147;29062011;20110629;View_Blog_Teste;08:29:21
188;10.1.30.147;29062011;20110629;View_Blog_Teste;08:34:49
189;10.1.30.147;29062011;20110629;View_Blog_Teste;08:40:45
190;10.1.30.147;29062011;20110629;View_Blog_Teste;08:50:46
191;10.1.30.147;29062011;20110629;View_Blog_Teste;08:55:50
192;10.1.30.147;29062011;20110629;View_Blog_Teste;08:56:24
193;10.1.30.147;29062011;20110629;View_Blog_Teste;09:00:04
194;10.1.30.147;29062011;20110629;View_Blog_Teste;09:10:04
195;10.1.30.147;29062011;20110629;View_Blog_Teste;09:20:05
196;10.1.30.147;29062011;20110629;View_Blog_Teste;09:22:20
197;10.1.30.147;29062011;20110629;View_Blog_Teste;09:22:32
198;10.1.30.147;29062011;20110629;View_Blog_Teste;09:32:33
199;10.1.30.147;29062011;20110629;View_Blog_Teste;09:43:36
200;10.1.30.147;29062011;20110629;View_Blog_Teste;09:47:44
201;10.1.30.147;29062011;20110629;View_Blog_Teste;09:51:02
202;10.1.30.147;29062011;20110629;View_Blog_Teste;09:55:10
203;10.1.30.147;29062011;20110629;View_Blog_Teste;09:58:34
204;10.1.30.147;29062011;20110629;View_Blog_Teste;10:06:11
205;10.1.30.147;29062011;20110629;View_Blog_Teste;10:07:08
206;10.1.30.147;29062011;20110629;View_Blog_Teste;10:08:01
207;10.1.30.147;29062011;20110629;View_Blog_Teste;10:08:45
208;10.1.30.147;29062011;20110629;View_Blog_Teste;10:09:03
209;10.1.30.147;29062011;20110629;View_Blog_Teste;10:09:24
210;10.1.30.147;29062011;20110629;View_Blog_Teste;10:12:10
211;10.1.30.147;29062011;20110629;View_Blog_Teste;10:12:12
212;10.1.30.147;29062011;20110629;View_Blog_Teste;10:12:43
213;10.1.30.147;29062011;20110629;View_Blog_Teste;10:13:13
214;10.1.30.147;29062011;20110629;View_Blog_Teste;10:13:59
215;10.1.30.147;29062011;20110629;View_Blog_Teste;10:15:36
216;10.1.30.147;29062011;20110629;View_Blog_Teste;10:25:35
217;10.1.30.147;29062011;20110629;View_Blog_Teste;10:26:26
218;10.1.30.147;29062011;20110629;View_Blog_Teste;10:29:26
219;10.1.30.147;29062011;20110629;View_Blog_Teste;10:32:06
220;10.1.30.147;29062011;20110629;View_Blog_Teste;10:33:15
221;10.1.30.147;29062011;20110629;View_Blog_Teste;10:33:38
222;10.1.30.147;29062011;20110629;View_Blog_Teste;10:35:29
223;10.1.30.147;29062011;20110629;View_Blog_Teste;10:37:25
224;10.1.30.147;29062011;20110629;View_Blog_Teste;10:37:49
225;10.1.30.147;29062011;20110629;View_Blog_Teste;10:38:33
226;10.1.30.147;29062011;20110629;View_Blog_Teste;10:39:03
227;10.1.30.147;29062011;20110629;View_Blog_Teste;10:40:02
228;10.1.30.147;29062011;20110629;View_Blog_Teste;10:40:48
229;10.1.30.147;29062011;20110629;View_Blog_Teste;10:47:03
230;10.1.30.147;29062011;20110629;View_Blog_Teste;10:53:48
231;10.1.30.147;29062011;20110629;View_Blog_Teste;10:57:26
232;10.1.30.147;29062011;20110629;View_Blog_Teste;11:00:10
233;10.1.30.147;29062011;20110629;View_Blog_Teste;11:02:28
234;10.1.30.147;29062011;20110629;View_Blog_Teste;11:12:28
235;10.1.30.147;29062011;20110629;View_Blog_Teste;11:28:38
236;10.1.30.147;29062011;20110629;View_Blog_Teste;11:37:29
237;10.1.30.147;29062011;20110629;View_Blog_Teste;11:39:36
238;10.1.30.147;29062011;20110629;View_Blog_Teste;14:38:16
239;10.1.30.147;29062011;20110629;View_Blog_Teste;14:39:02
240;10.1.30.147;29062011;20110629;View_Blog_Teste;14:44:25
241;10.1.30.147;29062011;20110629;View_Blog_Teste;14:44:34
242;10.1.30.147;29062011;20110629;View_Blog_Teste;14:46:26
243;10.1.30.147;29062011;20110629;View_Blog_Teste;14:46:35
244;10.1.30.147;29062011;20110629;View_Blog_Teste;14:49:19
245;10.1.30.147;29062011;20110629;View_Blog_Teste;14:50:30
246;10.1.30.147;29062011;20110629;View_Blog_Teste;14:51:04
247;10.1.30.147;29062011;20110629;View_Blog_Teste;14:56:26
248;10.1.30.88;29062011;20110629;View_Blog_Teste;14:59:57
249;10.1.30.147;29062011;20110629;View_Blog_Teste;15:01:05
250;10.1.30.88;29062011;20110629;View_Blog_Teste;15:01:37
251;10.1.30.147;29062011;20110629;View_Blog_Teste;15:03:59
252;10.1.30.147;29062011;20110629;View_Blog_Teste;15:04:12
253;10.1.30.88;29062011;20110629;View_Blog_Teste;15:04:12
254;10.1.30.147;29062011;20110629;View_Blog_Teste;15:05:39
255;10.1.30.147;29062011;20110629;View_Blog_Teste;15:06:26
256;10.1.30.147;29062011;20110629;View_Blog_Teste;15:06:26
257;10.1.30.88;29062011;20110629;View_Blog_Teste;15:06:28
258;10.1.30.147;29062011;20110629;View_Blog_Teste;15:06:42
259;10.1.30.147;29062011;20110629;View_Blog_Teste;15:07:05
260;10.1.30.88;29062011;20110629;View_Blog_Teste;15:07:08
261;10.1.30.147;29062011;20110629;View_Blog_Teste;15:10:49
262;10.1.30.88;29062011;20110629;View_Blog_Teste;15:11:11
263;10.1.30.88;29062011;20110629;View_Blog_Teste;15:11:13
264;10.1.30.147;29062011;20110629;View_Blog_Teste;15:11:16
265;10.1.30.147;29062011;20110629;View_Blog_Teste;15:14:23
266;10.1.30.147;29062011;20110629;View_Blog_Teste;15:14:27
267;10.1.30.88;29062011;20110629;View_Blog_Teste;15:21:34
268;10.1.30.88;29062011;20110629;View_Blog_Teste;15:21:36
269;10.1.30.88;29062011;20110629;View_Blog_Teste;15:22:09
270;10.1.30.88;29062011;20110629;View_Blog_Teste;15:22:12
271;10.1.30.88;29062011;20110629;View_Blog_Teste;15:22:15
272;10.1.30.88;29062011;20110629;View_Blog_Teste;15:22:16
273;10.1.30.88;29062011;20110629;View_Blog_Teste;15:22:16
274;10.1.30.88;29062011;20110629;View_Blog_Teste;15:24:06
275;10.1.30.147;29062011;20110629;View_Blog_Teste;15:24:28
276;10.1.30.88;29062011;20110629;View_Blog_Teste;15:24:30
277;10.1.30.88;29062011;20110629;View_Blog_Teste;15:24:31
278;10.1.30.88;29062011;20110629;View_Blog_Teste;15:24:45
279;10.1.30.88;29062011;20110629;View_Blog_Teste;15:24:46
280;10.1.30.147;29062011;20110629;View_Blog_Teste;15:27:45
281;10.1.30.88;29062011;20110629;View_Blog_Teste;15:28:40
282;10.1.30.147;29062011;20110629;View_Blog_Teste;15:29:27
283;10.1.30.88;29062011;20110629;View_Blog_Teste;15:30:53
284;10.1.30.147;29062011;20110629;View_Blog_Teste;15:31:16
285;10.1.30.88;29062011;20110629;View_Blog_Teste;15:32:23
286;10.1.30.147;29062011;20110629;View_Blog_Teste;15:32:24
287;10.1.30.147;29062011;20110629;View_Blog_Teste;15:33:43
288;10.1.30.147;29062011;20110629;View_Blog_Teste;15:34:28
289;10.1.30.147;29062011;20110629;View_Blog_Teste;15:34:30
290;10.1.30.88;29062011;20110629;View_Blog_Teste;15:37:05
291;10.1.30.88;29062011;20110629;View_Blog_Teste;15:42:20
292;10.1.30.88;29062011;20110629;View_Blog_Teste;15:42:57
293;10.1.30.147;29062011;20110629;View_Blog_Teste;15:44:20
294;10.1.30.88;29062011;20110629;View_Blog_Teste;15:44:24
295;10.1.30.88;29062011;20110629;View_Blog_Teste;15:44:49
296;10.1.30.88;29062011;20110629;View_Blog_Teste;15:45:39
297;10.1.30.147;29062011;20110629;View_Blog_Teste;15:47:48
298;10.1.30.88;29062011;20110629;View_Blog_Teste;15:55:48
299;10.1.30.147;29062011;20110629;View_Blog_Teste;15:58:17
300;10.1.30.88;29062011;20110629;View_Blog_Teste;15:58:43
301;10.1.30.147;29062011;20110629;View_Blog_Teste;15:58:51
302;10.1.30.88;29062011;20110629;View_Blog_Teste;16:00:54
303;10.1.30.147;29062011;20110629;View_Blog_Teste;16:03:44
304;10.1.30.147;29062011;20110629;View_Blog_Teste;16:03:57
305;10.1.30.147;29062011;20110629;View_Blog_Teste;16:05:33
306;10.1.30.147;29062011;20110629;View_Blog_Teste;16:06:39
307;10.1.30.147;29062011;20110629;View_Blog_Teste;16:06:44
308;10.1.30.147;29062011;20110629;View_Blog_Teste;16:07:24
309;10.1.30.147;29062011;20110629;View_Blog_Teste;16:08:44
310;10.1.30.147;29062011;20110629;View_Blog_Teste;16:10:29
311;10.1.30.88;29062011;20110629;View_Blog_Teste;16:10:29
312;10.1.30.147;29062011;20110629;View_Blog_Teste;16:11:45
313;10.1.30.147;29062011;20110629;View_Blog_Teste;16:13:31
314;10.1.30.147;29062011;20110629;View_Blog_Teste;16:14:06
315;10.1.30.147;29062011;20110629;View_Blog_Teste;16:14:23
316;10.1.30.147;29062011;20110629;View_Blog_Teste;16:15:05
317;10.1.30.88;29062011;20110629;View_Blog_Teste;16:16:25
318;10.1.30.147;29062011;20110629;View_Blog_Teste;16:16:26
319;10.1.30.147;29062011;20110629;View_Blog_Teste;16:17:02
320;10.1.30.88;29062011;20110629;View_Blog_Teste;16:17:05
321;10.1.30.147;29062011;20110629;View_Blog_Teste;16:17:12
322;10.1.30.147;29062011;20110629;View_Blog_Teste;16:17:16
323;10.1.30.147;29062011;20110629;View_Blog_Teste;16:17:20
324;10.1.30.147;29062011;20110629;View_Blog_Teste;16:17:23
325;10.1.30.88;29062011;20110629;View_Blog_Teste;16:17:25
326;10.1.30.147;29062011;20110629;View_Blog_Teste;16:18:33
327;10.1.30.147;29062011;20110629;View_Blog_Teste;16:19:56
328;10.1.30.147;29062011;20110629;View_Blog_Teste;16:20:52
329;10.1.30.88;29062011;20110629;View_Blog_Teste;16:20:56
330;10.1.30.88;29062011;20110629;View_Blog_Teste;16:22:04
331;10.1.30.147;29062011;20110629;View_Blog_Teste;16:22:06
332;10.1.30.88;29062011;20110629;View_Blog_Teste;16:23:32
333;10.1.30.147;29062011;20110629;View_Blog_Teste;16:24:44
334;10.1.30.147;29062011;20110629;View_Blog_Teste;16:25:12
335;10.1.30.147;29062011;20110629;View_Blog_Teste;16:25:57
336;10.1.30.147;29062011;20110629;View_Blog_Teste;16:26:27
337;10.1.30.147;29062011;20110629;View_Blog_Teste;16:27:43
338;10.1.30.147;29062011;20110629;View_Blog_Teste;16:29:45
339;10.1.30.147;29062011;20110629;View_Blog_Teste;16:29:53
340;10.1.30.88;29062011;20110629;View_Blog_Teste;16:33:32
341;10.1.30.147;29062011;20110629;View_Blog_Teste;16:34:50
342;10.1.30.88;29062011;20110629;View_Blog_Teste;16:36:29
343;10.1.30.88;29062011;20110629;View_Blog_Teste;16:36:42
344;10.1.30.88;29062011;20110629;View_Blog_Teste;16:39:56
345;10.1.30.147;29062011;20110629;View_Blog_Teste;16:44:50
346;10.1.30.147;29062011;20110629;View_Blog_Teste;16:54:50
347;10.1.30.88;29062011;20110629;View_Blog_Teste;16:57:02
348;10.1.30.147;29062011;20110629;View_Blog_Teste;16:58:25
349;10.1.30.88;29062011;20110629;View_Blog_Teste;16:58:50
350;10.1.30.147;29062011;20110629;View_Blog_Teste;16:58:50
351;10.1.30.147;29062011;20110629;View_Blog_Teste;16:59:35
352;10.1.30.147;29062011;20110629;View_Blog_Teste;16:59:55
353;10.1.30.147;29062011;20110629;View_Blog_Teste;17:03:40
354;10.1.30.88;29062011;20110629;View_Blog_Teste;17:04:20
355;10.1.30.147;29062011;20110629;View_Blog_Teste;17:04:51
356;10.1.30.147;29062011;20110629;View_Blog_Teste;17:13:40
357;10.1.30.147;29062011;20110629;View_Blog_Teste;17:14:51
358;10.1.30.147;29062011;20110629;View_Blog_Teste;17:15:00
359;10.1.30.88;29062011;20110629;View_Blog_Teste;17:15:41
360;10.1.30.147;29062011;20110629;View_Blog_Teste;17:16:18
361;10.1.30.147;29062011;20110629;View_Blog_Teste;17:16:18
362;10.1.30.88;29062011;20110629;View_Blog_Teste;17:16:18
363;10.1.30.147;29062011;20110629;View_Blog_Teste;17:16:50
364;10.1.30.147;29062011;20110629;View_Blog_Teste;17:17:18
365;10.1.30.147;29062011;20110629;View_Blog_Teste;17:17:48
366;10.1.30.147;29062011;20110629;View_Blog_Teste;17:17:50
367;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:02
368;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:04
369;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:04
370;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:04
371;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:05
372;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:05
373;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:05
374;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:05
375;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:06
376;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:06
377;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:06
378;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:07
379;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:07
380;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:08
381;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:23
382;10.1.30.147;29062011;20110629;View_Blog_Teste;17:18:25
383;10.1.30.147;29062011;20110629;View_Blog_Teste;17:19:30
384;10.1.30.147;29062011;20110629;View_Blog_Teste;17:19:45
385;10.1.30.147;29062011;20110629;View_Blog_Teste;17:19:47
386;10.1.30.88;29062011;20110629;View_Blog_Teste;17:20:34
387;10.1.30.147;29062011;20110629;View_Blog_Teste;17:21:11
388;10.1.30.88;29062011;20110629;View_Blog_Teste;17:21:22
389;10.1.30.147;29062011;20110629;View_Blog_Teste;17:21:23
390;10.1.30.88;29062011;20110629;View_Blog_Teste;17:22:49
391;10.1.30.147;29062011;20110629;View_Blog_Teste;17:24:00
392;10.1.30.147;29062011;20110629;View_Blog_Teste;17:24:42
393;10.1.30.147;29062011;20110629;View_Blog_Teste;17:28:52
394;10.1.30.147;29062011;20110629;View_Blog_Teste;17:29:42
395;10.1.30.147;29062011;20110629;View_Blog_Teste;17:29:47
396;10.1.30.88;29062011;20110629;View_Blog_Teste;17:30:25
397;10.1.30.147;29062011;20110629;View_Blog_Teste;17:30:28
398;10.1.30.147;29062011;20110629;View_Blog_Teste;17:30:58
399;10.1.30.147;29062011;20110629;View_Blog_Teste;17:31:23
400;10.1.30.147;29062011;20110629;View_Blog_Teste;17:31:28
401;10.1.30.88;29062011;20110629;View_Blog_Teste;17:31:31
402;10.1.30.147;29062011;20110629;View_Blog_Teste;17:39:47
403;10.1.30.147;29062011;20110629;View_Blog_Teste;17:41:24
404;10.1.30.147;29062011;20110629;View_Blog_Teste;17:41:28
405;10.1.30.147;30062011;20110630;View_Blog_Teste;07:41:11
406;10.1.30.147;30062011;20110630;View_Blog_Teste;07:51:12
407;10.1.30.147;30062011;20110630;View_Blog_Teste;07:55:48
408;10.1.30.147;30062011;20110630;View_Blog_Teste;07:58:29
409;10.1.30.147;30062011;20110630;View_Blog_Teste;07:58:58
410;10.1.30.147;30062011;20110630;View_Blog_Teste;07:59:35
